theta,avg_loss,worst_loss
0.0,0.030165115476628212,0.054113331517505935
0.5,0.03035323869037594,0.05460943571066717
1.0,0.0305728340019928,0.055141511824148996
2.0,0.031044702223500555,0.056218731995645026
5.0,0.032342536530548756,0.059019492419681636
